tweet	label
@user Idan baka san gari bah kayi tambaya🤣🤣	neutral
@user Ah haba dai! Ita ma dai Hajiya @user ai ba'a take yi. Wannan zamanin ai tuni ya rigaya ya wuce 😀	neutral
@user @user @user @user @user @user @user @user 😂😂😂😂 kuje kuma Oga	neutral
@user Maganin gari me nisa🤷‍♂️	neutral
@user Abun yazo kanmu inji mai tsoron wanka😷	neutral
@user Nifa haryan banji suntarkato Dangote da kayansaba Koshima bayeraben ne.😠	neutral
@user Rabon kwado baya hawa sama 👍👍💯	neutral
@user Yo Sau Nawa suke fadar wannan maganar? Haka Ankayi Sakkwato komai yayi shiru, To Shin Kaka harkagga take ta sakkwato Koko itama ta wuce kamar sauran?😂😂	neutral
@user Nidai awurina bakuskure wallahi🥰	neutral
@user To ko me yake cewa kuma🤔?	neutral
@user Ka fara kawo wanda ka kwashe😂😂😂😂	neutral
@user Daman Saboda 'yan sanda muke sawa 🥵🥵🙄🙄 a 9ja•	neutral
@user A bar kirgawa.... 😀😃😄😁😆	neutral
@user and @user sun hada karfi da karfe sunce a fada masu farashin kannywood film industry zasu siya #kannywood for sale 🤣🤣🤣	neutral
@user Yana nufin mu siya wukake 🔪kenan mu tayasu	neutral
@user @user Haj.ramatu kin gaji ne😷	neutral
@user Ta ina ya shigo?🤔	neutral
@user Naga kowa saya kawai yake, manya da yara 😂	neutral
@user Me xai hana ya dau mataki ko sunfi karfinshi ne mungaji da magan-ganu ba acikawa 😡	neutral
@user Alabaran bbc na safiya🤣🤣🤣🤣🤣😇😇😇😇	neutral
@user yadai,,, rahma ko kema kina tunanin azumin goben ne??😄	neutral
@user Zarcewa zuwa kabari Koh😃?	neutral
@user da zanenta yaganta lol 😄	neutral
@user Mun kalubalancesu da wannan kungir muma😁 https://t.co/K3ZDEzK8SE	neutral
@user Inkasha kabawata matanka tasha da yaranka ahana talaawaa😋😋	neutral
@user Ina hasashen Kasar Masar 🇪🇬 ce zata yi nasara cin cup din	neutral
@user Sunce tayi wayo ko🤣🤣?	neutral
@user Ai Mun Wuce Kalubale Har Munkai Kalubalbalaa 😁😁😁	neutral
@user @user Yauwa kiyi tallar mati einki yafimiki 🙌azo asai mati mati zai kare	neutral
@user Zafi da karar kayan kowai ya'isheshi😂. MansNotHot	neutral
@user Hhhhh sai yaxo a bashi hayar commander 🤣🤣	neutral
@user Lailai dole na koyi indisn ci wlh🙄🙄🙄	neutral
@user Matsalar shi😏😏😏, ai shima din ba gwara💁🏼‍♀️	neutral
@user Salon Kuma inji ance za abiya diya. Sbd ZAMFARA, katsina, sokoto Niger, maiduguri, kaduna, kano, yobe ankashe sunfi million. Amma shiru kakeji😎.	neutral
@user Ado gwanja fa...!? 😮	neutral
@user I was in kano on Saturday and wlhy harna bar kano banga wani da mask ba😂😂😂	neutral
@user A bude ma yan sumogal boda a gani😂	neutral
@user @user @user @user @user @user @user @user @user wa'innan sun Isa ko a karo masa wasu kari?🤣🤣🏃🏃.	neutral
@user Idan Buhari ya gama, shima Bola Tinubu so yake ya ci gaba daga yadda Buhari ya tsaya ko?! 😂	neutral
@user Ya kamata ywn Nigeria su tsaida el Rufa'I a matsayin shugaban kasa 2023☝️😂😂😂😂🤣	neutral
@user Lallai....🙆🙆 Nikam ban kara yawo 🏃 🏃 🏃 nayi zamfara har sai ankamashi	neutral
@user Tor ai hikenan Yanzu zakaga mutanenmu suna qoqarin shan kuka ko dan service 🤣🤣	neutral
@user Anata dai Tsufa a gida ba Aure😕😕	neutral
"@user Ko menene """"""""cincirindon"""""""" kuma, oho 🤔"	neutral
@user @user Wanga irin runguma😍	neutral
@user @user Kai 400,000 a kullum kow dai baya sane yafi hk cap 😂😂😂😂waini aikin sai a Nigeria	neutral
@user @user Hahahah... Babban darakta ana dinma Shiri zaka mun kenan...ai Na Umar daban da naka, Gombe da Bauchi Uwa 1 uba 1 ne, daga kano nake jira...😂😂	neutral
@user Hhmmm...mude yaran malam shehu bammuchewa kumai .iya jindadinka aduniya watarana sai Labari😱😳😞	neutral
@user Amma a mafarki😂	neutral
@user Hmmmm sai ma sun kure kenan zaka far masu kai🤔😥 9ja my country 😦😀	neutral
@user Daman The Great Wall of China Itace bangon duniya ? 😂yo daganan Ina zasu tsallaka?😂	neutral
@user Yanzu wannan rahoto ne😂😂?	neutral
@user A yadda maganganunka da siffarka suke kusan sai nace wallahi ba harkar film ce ta dace da kai ba, amma Allah ne masani kowa akan qaddararshi yake tafiya👐	neutral
@user @user sadau a zazzau😂	neutral
@user Kowa gari dai da irin nasu harajin. Wasu sunce balagaggu wasu kuma nasu biredi🤣🤣	neutral
"@user BBC akwai iya rubuta """"""""headline"""""""" 😅"	neutral
@user Kaji mazaje 😃 ta ruwan ma ba'a baya ba	neutral
@user Tarin barar da pk ko😂	neutral
@user Kaduba kaji Dan Allah 😡	neutral
@user Gaskia yan Bbc basusan Barca kamar yau aka fara ball ⚽️ 😂😂🤣🤣🤣	neutral
@user @user 🤣🤣wai latsawa kamar wata calculator	neutral
@user Toni wai haka zan tazama ba wanda zeyi following dina....ko Dan irin makwotan nan🤔 Kodai kodai	neutral
@user Hmm😡 wannan maganar haka take Domin mu 'yan Arewacin haryanxu bamu gani a qasa ba. Ballantana aci ga wasu mukamai kuma😡 haka kuma wai sunan yaron mune🙈😂	neutral
@user @user Bayan a Zazzau din ya kamata ku fara nunawa, seda kuka gama yadawa a duniya sannan zaku dawo ku nuna mana a zaria😠	neutral
@user Aishi Sambo ya buya ne Wai Tsoro ne ko dai Basaja ne🤣🤣	neutral
@user Suma kampanin datan zasu zafatare ainihin ingancin datan.😂	neutral
@user Tsiyar nasara sai xashi gida🤣🤣	neutral
@user 😂😂😂sai natuna da littafin MAGANA JARI... Gauraka	neutral
@user Ban cika kallon Hausa film ba amma zan kalli wannan da sharadin in na zo za mu yi selfie da ke🤣	neutral
@user Dama turowa yayi a ajiye??😏	neutral
@user Sauran Ke kifiddo mana da best movie naki wanda zamuyi rating nashi five stars😎	neutral
@user Da'alamu an dibi ruwa kafin furta wanan kalamin👌	neutral
"@user A tarihin musulunci ba'ataɓa cilasta wani/wata balantana """"""""ƙasa""""""""akan cewa cilas su shiga musulunci ba!!!! #Islam bisa fahimta da imani ba Dole🙌👳🤷🏼"	neutral
@user 9 month alaji ko autekayi matarka ta s haihuwa😏	neutral
@user 😊 baba kasamu ganima dole kuyi a gida ai	neutral
@user A raba mana kowa ya samu rabonsa mana! Akalla kowa ze sami kamar #27,000 Kut ae dayawa🙄🚶🚶	neutral
@user Shinkafar 30 ake bashi yagudu🦁	neutral
@user Ido sai aje ayi sallah 😊	neutral
@user @user Sirika na ne, ki kawo toshi😂	neutral
"@user: """"""""Ai na gaya maku, ko wasa nake"""""""", in ji Wakili😃😂 #Kanodecides2019 #NigeriaDecides2019 #BBCNigeria2019."	neutral
@user Hahaha wai har yanzu akwai talaka da ke son buhari? 🤔 (tambaya)	neutral
@user 😂😂 Kowa amsar da yabayar tayi dai-dai duk inda aka juya aka juyo dai anan amsar take. Sabo da haka kowa yanada 🅱	neutral
@user Haka Nafi so Wai Ance da Karuwa #Kwanta 🤸😅	neutral
@user Gasky dai gwara a duba lamarin Dan ba kullum mutum yake da saa ba😃	neutral
@user Mukuma muna so a rage albashinsu da kudaden dawainiya. 😎	neutral
@user 😂😂😂😂😂wayyo ga Dan talaka ba? Ko baba? Amma masu samun ai huce fa? Kuma sai sun zaba	neutral
@user Abun ya zo inji Mai tsoron wanka🙆	neutral
@user Kaeee anyaa kuwaa akaraa bincikawaa dee, domin nan Nigeria zamu ganii mukam👌😎	neutral
@user Wanda suka san basu iya Hausa ba su jira mu bada amsar tukunna 🙄	neutral
@user abinda mutane basa ganewa itafa naija ba kasar muslmai bace kadai...👌 akwai christians sbd haka duk sanda akai batu akn wani abu da ya shafi kasa karka dubashi ta fuskar addini ka dubashi ta fuskar abinda kasa take hukunci dashi wato constitutions...kotu tai daidai..👌👌	neutral
@user Ahhhh .... Gaskiya Ba Laipi Har Kwanan Give TUWO Yana Nan Da Martabarsa A Idon Matasan Arewacin Nigeria. Don Ni Dai Kam, Babu Ranan Da Bada'a Ayi Mun TUWO A Gidana Ba. Da Safe Kuma In Karya Da Dumame. 😂 NAGODE @user https://t.co/BmQPoYuxVL	neutral
@user 😁 haba manoma wannan tallafine dazai habbaka harkan noma daga central bank not buhari and wannan bashine mafi sauki dazaku iya karba don cimma nasarar ku	neutral
@user Wannan Zancen Hka Yake @user Dan Yanxu Haka Muna Ciki Muna Ganin Irin Rayuwar Dake Faruwa 😓💯🙏✔	neutral
@user Ehh munkoyi yadda xamu anshi kudi wujin iyayenmu ba tareda mun laba da makaranta ba😂😂	neutral
@user Karo na farko 😃😃	neutral
@user Su ma su rika kamawa gwamnati wajen yaki da corona su bada tallafin kayan abinci a yankunansu da su ke wakilta. 🇳🇬	neutral
@user Karo na nawa kenan,🤔🤔🤔🤔	neutral
@user Wannan shigar ta gwaska ce 😁😁😁😁	neutral
@user Shi buhari din yayi musu adalci neeee🤷🏽‍♂️🤷🏽‍♂️	neutral
@user taff ganduje kuma😄😄	neutral
@user Church Kuma Fa 🤔 Nawa Aka Rufe ?	neutral
@user Duniya juyi juyi wae Tsoho Sarkin kano😂🤣🤣🤣	neutral
@user Babban sako shine muna so ya bi ta hanyan kaduna to kano express way 😃	neutral
@user Wannan 'head line' din ba haka yakamata kuyi Sa bah 😥😥😥	neutral
@user Temakon 🇩🇪 ya isheku kenan.	neutral
@user Kana sai da AMALA abincin mu 🙄🙄🙄	neutral
@user Miyahada Buhari da masaurauta hakan yayi daidai 👏🏻	neutral
@user Hawan ruwa ya kama shi (Ruwan shi ya hau) 😂😂😂	neutral
@user @user 😂 nakasa fahintar inda Gyada ta tazama Kiss Me? Ko a Chinese ne 😜	neutral
@user @user Gaskiya za'ayi shari'ar nan a gaban ka in mun haɗu. 😭	neutral
@user Kawai Kazo Kuyi Zaman Makoki Da Yan Biafra 🤗	neutral
@user Daman munsan alawar lollipop ce ai innai qarya a tambayii yan Man U🤣	neutral
@user Bayan duniyar suka leka😂	neutral
@user Akwai yiwuwar sutafi europa league 🤔	neutral
@user BBC Hausa bafasunan kungiyar nan Samari marowataba. 😏😏	neutral
@user @user Zane shi zasuy ko me 🤣🤣	neutral
@user Yakamata ace duk Nigeria 🇳🇬 munada	neutral
@user 👍 yau daya dai 👍👌	neutral
@user 😂😂😂Malam Yusuf kenan. Batun jin wani abu ai bai taso ba, kawai gaskiya 1 ce Cewa addininmu da Al'adarmu basu yadda wani mutum ya taba macen da ba muharramarsa ba.	neutral
@user @user Toh fah! Inji Gwanja yace wai a Kafta😅😅	neutral
@user Sai ayimin nagani😗	neutral
"@user Mutum da Duniyar sa: kalli bidiyon takaitacen tarihin gwagwarmayar jarumin film din """"""""Black Panther"""""""" Chadwick Basemon. Duba nan 👉 https://t.co/is0CYlkb2Q https://t.co/j39ZKfBiS0"	neutral
@user Dama lokacin ta baiyiba ne 👍🏻	neutral
@user Kibarshi inya kalla shi da kanshi zai Yana😍😁😁	neutral
@user Dan alfarmar Jirgin Sama Dan Matsayin Kasar waje Dan Girman Yarbawa Da inyamurai baba Buhari A Duba TALAKAWA 😢😢😢😢	neutral
@user Kamar Shugaban Kasa Buhari Hannun Jarirai Garishi 😂	neutral
@user Gaskiyane 👌👌 hakane kuwa 🤔🤔	neutral
@user Wani abun se 2019 😁	neutral
@user Tooo Fati kuma🤔🤔🤔 Yadee haka da sunan mata	neutral
@user Ya cigaba yadda yake, saboda da ya zama na kwarae to shirin #labarina zae rage kyawo walla😂💔	neutral
@user Mu dama muna gida kowa yabar gida gida ya barshi 🤪🤪🤪	neutral
@user Baza ayi Christmas da ita ba👍	neutral
@user Zakaran da Allah ya nufa da girma ko yaushe zaa iya yanka shi 😎	neutral
@user Aka haifi me kayan miya 😂😂	neutral
@user Wannan kaman tana makarantan sakandare 😂😁😀😋	neutral
@user @user @user @user Ina ma ace ina kano🥺😭	neutral
@user Inaso nayi participating a akushi da rufi plx🙏🙏	neutral
@user soyayya dai malan ummaru 🤣🤣🤣	neutral
@user Zan koma Nijar knn😂😂	neutral
@user Daman wannan itace Katrina kaif🤔	neutral
@user Zata faru dai🤣	neutral
@user Babu zakara, sai kaza kenan ko 😂	neutral
@user Ta leko duwaiwain.....kai bi a hankali fa 😡	neutral
@user Gamu Tareda yan family 👪 naku muna Dunkin tela tailored a argungu @user	neutral
@user Dani zaka rufe kenan zan bayar da milyan12 🤣🤣🤣	neutral
@user Haryanzun hutun bai kareba 😀😀😀	neutral
@user Na tabbata ba'a STRIKE a gidan yari🤷	neutral
@user 🤣🤣meye abin mamaki to	neutral
@user Toh mene yakaishi bakin? 🤔	neutral
@user Wani albashi Kuma yanzu eyeee😭😭	neutral
@user Abinda aka ce a daina amfani dashi 🤔	neutral
@user Wai talla ma za a saki, cab! 🙄	neutral
"@user Sai kam """"""""Ka tsinci kanka"""""""" 😅😂"	neutral
@user No wonder😂 ashe shima yana shafa hoda 😂💔	neutral
@user Ko yaushe zamu kai ga hakan a Najeriya 🤔	neutral
@user Sun tsare ta tayi duk abinda zatayi ae cikin aikin su ta biyo 😏😏	neutral
@user 😅 Naji kuskure da gudu	neutral
@user Wanna sai kace fada 😂 😂	neutral
@user A matsayin na wa kenan? Oh ashe fa itama public figure ce 😂 😂	neutral
@user Muryarki kadaima za,a gane ki 😄	neutral
@user Haba kukuwa kanawa 2019 muke fa ba 1999 ba...🤦🏾‍♂️	neutral
@user Har yanzu hukunci shiru kamar b ai komai ba😥😥	neutral
@user Sabon karin magana Aikin banza hararan rahama sadau a Twitter😂😂😂	neutral
@user Dama ai ina binsa kudade masu yawa ko? To akawomin shi sauran na yafe😅😂😅😭🤣	neutral
@user Ake wanka da wanki🤣😂	neutral
@user Gobe Akwai zuwa Kano kenan 🤣🤣🤣	neutral
@user Irin na doki ne😥😥😥	neutral
@user Hahahahah abunfa ya dai zafi😂😂	neutral
@user Yawale Kenan Ashe Da Soyayya Mama Aisha Ta Rike Mana Shi Amma Wallahi da Tuni Ya Shilla ✈️✈️✈️	neutral
@user Kanal genar ne kawai don ganduje yana jin maganarsa sosai kamar baban sa😂😂😂	neutral
@user Okay To Adebi Jami,anstaro Ace Sununa Hanyar dasuka biyo don aceto Sauran sifiliyan din DA,akai Garkuwa dasu 👈 @user police Tire🚶🚶	neutral
@user Trump ya jishi a Nigeria kwatsam.😎🤐	neutral
@user Wani abun said turawa🤓🤓	neutral
@user Lol 😂 Anya buba inada lfy kawu 😂😂	neutral
@user Mubamusan rayuwar tamuba saikunfadamana 😂😂	neutral
@user Gaskiya AA dalili an dade ana gafara SAA banga qaho ba 😡😡😡	neutral
@user Ku kuma BBC kurasa hotan wa zakusa saina Hazard ina laifin Benzema ko Ramos 😎	neutral
"@user Su waye """"""""yan uku sanda kuma bbc🤔"	neutral
@user Kokadan, saima hauhauwa dayakeyi kamar farashin shinkafa da man fetir, a Nigeria 😎	neutral
@user @user @user @user Sulaiman Bosho Rabi’u Daushe Mustapha Naburaska Aminu Ari baba Saratu Gidado Kamal S. Alkali Haleemah Atete Shehu Hassan Kano Mujhe Chal Darnah Aghaya 😂😂😂	neutral
@user Shafa ko baban gida mai gurmi 😂😂	neutral
@user Lol 😂 ai mu munsani masu kudi a kasa Shen ketare	neutral
@user Duniya lallai taxo karshe😥	neutral
@user Shene tayi zuru zuru da edanuwa😂Hakan yayi kyu hope Nigeria 🇳🇬 will take note	neutral
@user Kasan halin mutanan namu😂😂	neutral
@user 🥺 Wata sabuwa kenan inji yan Cha-Cha	neutral
@user Ogah @user wlh kungaji tsawon kwana sai kayi dari kaima😂😂	neutral
@user YDG hakika cin bashi tana taka muhimmuyar rawa tsakanin jama'a koh Shago ne yau idon Ana karban bashi ba'a miyarwa tana karyewa 😭😭	neutral
@user Su chanza sunan zuwa farin ciki 😉	neutral
@user Ni gaskia akawo Muna a sakkwato😢	neutral
@user To in a ruwan mu😏	neutral
@user Ashe bullowa yayi🤣	neutral
@user @user, bakuda photonsa na juventus kenan wadda yanuna Yana cikin damuwa🙄🙄	neutral
@user wata sabuwar inji ƴan ca-ca🤔 anya wnn gwabanan lfy yake kuwa?	neutral
@user @user Kaima president din gobe kake neh🤔🤔 Tohm Nigeria dai ba kaduna bace	neutral
@user Minti cassa'in ne zai bambanta..😎	neutral
@user 😂 lol baki ga ko nawa aka Ciba ne	neutral
@user Da fatan sunan sa Messi 😂	neutral
@user Da yace shi baya ji😂😂😅	neutral
@user Arewacin Najeriya mu dai kam sai addu'a😥	neutral
@user Kai @user wace kalar tambaya ne haka😂🤣	neutral
@user Hehehe! Tsoho yaji alert..😏😏	neutral
@user Sabida wani laifi tama sah ne kam dan allah Ina buka tar amsar ku 😳🤔 Kuma shi nasa a na mi zai kamatah ne wai kam @user	neutral
@user 😂🤣😂😂 lol Mudai indai kalan coronar Nigeria ce indai anabamu kudin kawai suyita karuwa	neutral
@user Kuttuma😲😯😲😯😲😯... Haka uwargidan nan na da kariya ashe?🙄🙄🙄🤔🤔🤔😏😏😏	neutral
@user Kai Ai Babu kamar #kANO Domin Nazo Kano a baƙo kuma naki jiki😥😥	neutral
@user Addaurayie da bakatsine 😂😂	neutral
@user Mal aminu naga presdo kamar ya shiryu ko😂	neutral
@user @user ta Raba ƙafa😋😋	neutral
@user Da bamu san asalin balbela ba sai tace mana daga Saudi Arabia take, 🤐😕	neutral
@user Au sai yanzu kuka sani 🤣🤣🤣🤣😂	neutral
@user Rabin katsina ashe cikin bodar yake😄😄	neutral
@user Ku Saketa tayi tafiyarta mey be tsautsayini 🤔	neutral
@user To kasan zaka iya haka kuma ka basu wahala, ka zabi wanda kake so mana 🙄💁	neutral
@user An boye wasu abubuwan ☺️☺️😹😹😹	neutral
@user Gaskiya mantuwa sukai kaso 80 zasuce ina jin 🤔	neutral
@user akace baya ji😂😂😂	neutral
@user Ohooo ina mukasani😶	neutral
@user Wayace su bar dan Kenya Yayi? Ai sunfi kowa gudu 🏃🏻‍♂️	neutral
@user Muma dai gamu a layi idan wata tafado kasar😊😊	neutral
@user @user Akwai azumi fa gobe Dan haka ki dau Samara 😂😂 @user	neutral
@user Majinginar 'yan Nigeria 😅😅😅😅😅	neutral
@user Kwana nawane zai bar wajen gaba daya🤣	neutral
@user Tarihi ne zai maimaita kansa 👌	neutral
@user @user a na magana a nan 😹	neutral
@user @user @user #Chahiyhe wanna ma sai nabuba kamus 😄ko zan Samu kalman	neutral
@user Naga alama ashe kenan mai jehowa😳 https://t.co/OLIgRldyrO	neutral
@user Suma turawan da suke tallafa mana ai ba dn Allah suke tallafa mana bah, sunayi neh domin wata manufa tasu ta daban...👌	neutral
@user @user 😂😂😂 Malam Fa Haryanzu Be Ji Alert Ba	neutral
@user @user 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 Amma dafatan dai za'a cigaba	neutral
@user Haba mustapha, da samu da rashi duk na ALLAH nae, kasan xaka koma wurinsa ko yanxu ko gobae, ka'iya bakinka.🖕	neutral
@user Me suke nufi 🤔	neutral
@user Real Madrid sosai ma kuwa 🎊🎊🎊🎉🎉🎉🍾🍾🍾🍾❤️❤️❤️	neutral
@user Yanzu 2 and 10 suke yi 🤣	neutral
@user @user Gaskiya kam inde akan hakkin kine 😍😍	neutral
@user Watoh a cigaba da gashi kawai suya sai ranar Salla.🤔	neutral
@user @user @user @user @user Munanan. Zamuga yanga 😂😂😂	neutral
@user Wai zargi🤣🙈 abunda gashi akan hanyoyin kasar nan baro baro kowa ya sani.	neutral
😂😂 “@user: An ci fenariti 36 a gasar Premier Nigeria http://t.co/tNPsxqOWTJ”	neutral
@user Inafatan Nigeria 🇳🇬 ma zata karba	neutral
@user Dan Allah in masarar tay dusa atemaka akawomana Masha dan malele ko danbu🙄😎	neutral
@user Ayidai mu gani 😎	neutral
@user Duk buge ce😂 zasu koma idda suka fito	neutral
@user Dan iya sai asauka🤨🤨	neutral
@user To ki fassara mana me yace mana 🤕😷🙄 @user	neutral
@user 😀 see this man!! wannan maganar bata da Amsa.	neutral
@user Toh fa kinsa kowa koyon indiyanci😁	neutral
@user A satin daya gabata...ana bada tarihin shekaru ashirin da suka wuce sai ga nambar wayar kamfanin etisalat ya bayyana a jikin motar da Rabi'u suka tsaya...😆😭🏃🏃🏃 https://t.co/aiWTHVsze3	neutral
@user @user @user @user @user @user @user Ni na isa, yarda kayi saurin amincewa shi yasa na tura kokon bara na nima 😂	neutral
@user Wai ya maganan huduba ne munji shru 😂😂👌	neutral
@user Manufa ta samu al'umma najeriya gareku duk wanda yake da wani korafi to yayi ikirarin zanga zanga yagani inba a biya masa bukatunsaba😂😂😂	neutral
@user Kaikayi inyahau jikinka akwai radadi😀	neutral
@user @user Nimade catfish account xankoma sbd anfi cin abinci dashi 😅	neutral
@user BBC baku ba Aljanna😡	neutral
@user Nigeria sai Addu’a 😭	neutral
@user @user Ana sayarwa da maza???? 🤣	neutral
@user An dade ba,a hadu ba 😅😅	neutral
@user Nima ina kan hanyar gwadawa kuwa 🤔	neutral
@user Mati A Zazzau is out..??🙄	neutral
@user KU BANDA KU...🤔	neutral
@user Nigeria zata iya cin gasar idan taci Cameroon 🇨🇲 kuma bata hadu da Egypt 🇪🇬 ba	neutral
@user Anbashi daloli kenan 😂	neutral
@user Ya sauka Suma sun sauka 🤫 Tau yage Neman su👀👀	neutral
@user Ni kuma a tweet nike biyarku💖🙌	neutral
@user Kaiiiiiiiiiiiiii,,,!!! 😂😂 VOA ae tseren famfalaqi sae ranar da duniya zata tashi za'ayi kuce dae masu tsereren gudu	neutral
@user Dadi na da gobe saurin zuwa😊	neutral
@user Aikuwa gatanan tayi kalan Ganduje 🤣🤣😂😂	neutral
@user Toh mal. Su kuma wadanda suke aure a film, meye matsayar su...🤔🤔🤔???	neutral
@user har ya bani tausayi!😱😱😱	neutral
@user Ai su ma cire rai. Ko da VAR sai mun lashe laliga wannan zangon 😂	neutral
@user Mata sadau ina nan inajira f 🌺	neutral
@user Nadai so ayi mgn nan kam 🤣	neutral
@user tunda muna kwaikwayon tsarin mulkin kasar amurka ne mezai hana mu kwaikwayi wannan kokwa 🤔	neutral
@user @user Nidai chocolate ido'na ya gani. 🚶	neutral
@user Aci gaba da nutsewa kamar jirgin Titanic....😂😂	neutral
@user @user Hahahah Alolo ai yayi biyunka 😆😆	neutral
@user nanesa ke albarkatuwa😐	neutral
@user @user @user @user kunji yar takara ta gaske😂😂a gayama bakama suna ya janye shima	neutral
@user Wannan Aikin @user ne 🤔😢	neutral
@user Hhhhhh 'yan siyasar Nigeria ai sun Saba yin haka. Drama a kotu dan su kubuta daga hannun hukuma. 😂	neutral
@user Duk da ta saka takunkumin🤔	neutral
@user Fati wannan Bullen kamata yai kije a goge shi wlh, 😁🤣	neutral
@user 😂😂😁😀 dama kwan agwagwa ta seya	neutral
@user @user @user @user 🤔 kache wannan film din yatara jarummai dayawa	neutral
@user Idan duka yayi uawa ai n kai ake karewa kawai ai b wanda zaice g matsalar😂	neutral
@user Ko ba farin jiniba🙄😏	neutral
@user @user ka ida musu 😂	neutral
@user Kai wallahi sai mun kira kasar mu NIGERIA Dan kunci bashi saiku chanxa ma kasa suna 😒😒	neutral
@user @user Powder za’ayi da ita 🏃	neutral
@user Garwashin wuta ne mana 😂	neutral
@user mukam kafin wannan film MATI A Zazzau yazo garemu musaya a shaguna Sai ya zama photocopy. Munakan jira😴	neutral
@user Dan 💨 sai yau yaga dama	neutral
@user Gaskiya ne a yanzu ba, tunda shi sabon aure ne bai San Mata Ba 😂	neutral
@user Abuja ne kadai akwai mutane a Nigeria 🇳🇬??🤨🤨	neutral
@user Of course our kannywood 👸	neutral
@user Nace dai Ba berayen ofishin bane, kada a dauki alhaki fa🤣	neutral
@user Ka'idojin da suke sawa wajen samun irin wadannan tallafi gwamma suce hakura🙏	neutral
@user Don Allah su tsaya mu yatai mana yakai mana coca cola cup😂😂🤣🤣	neutral
@user @user @user @user Eah Lallai ba karya zamisha kallo Yaya Dan-kwambo ya karo wulakanchi yanzu ga kudi Kuma ga soyayya Hmmm toh fah 😂😂😂😂	neutral
@user Daga baya kenan tunda dai zai sauka🤣🤣🤣	neutral
@user Saura kuma ni da ke💍💑🔒	neutral
@user Mu kuma miliyoyin dalibai na nan suna gararan ba saman titi you refuse to do something, At long last👇👇👇 https://t.co/BQcc4PPlBy	neutral
